id,text
192,"Sample input 192: Please rate the sentiment of this text."
193,"Sample input 193: Please rate the sentiment of this text."
194,"Sample input 194: Please rate the sentiment of this text."
195,"Sample input 195: Please rate the sentiment of this text."
196,"Sample input 196: Please rate the sentiment of this text."
197,"Sample input 197: Please rate the sentiment of this text."
198,"Sample input 198: Please rate the sentiment of this text."
199,"Sample input 199: Please rate the sentiment of this text."
200,"Sample input 200: Please rate the sentiment of this text."
201,"Sample input 201: Please rate the sentiment of this text."
202,"Sample input 202: Please rate the sentiment of this text."
203,"Sample input 203: Please rate the sentiment of this text."
204,"Sample input 204: Please rate the sentiment of this text."
205,"Sample input 205: Please rate the sentiment of this text."
206,"Sample input 206: Please rate the sentiment of this text."
207,"Sample input 207: Please rate the sentiment of this text."
208,"Sample input 208: Please rate the sentiment of this text."
209,"Sample input 209: Please rate the sentiment of this text."
210,"Sample input 210: Please rate the sentiment of this text."
211,"Sample input 211: Please rate the sentiment of this text."
212,"Sample input 212: Please rate the sentiment of this text."
213,"Sample input 213: Please rate the sentiment of this text."
214,"Sample input 214: Please rate the sentiment of this text."
215,"Sample input 215: Please rate the sentiment of this text."
216,"Sample input 216: Please rate the sentiment of this text."
217,"Sample input 217: Please rate the sentiment of this text."
218,"Sample input 218: Please rate the sentiment of this text."
219,"Sample input 219: Please rate the sentiment of this text."
220,"Sample input 220: Please rate the sentiment of this text."
221,"Sample input 221: Please rate the sentiment of this text."
222,"Sample input 222: Please rate the sentiment of this text."
223,"Sample input 223: Please rate the sentiment of this text."
224,"Sample input 224: Please rate the sentiment of this text."
225,"Sample input 225: Please rate the sentiment of this text."
226,"Sample input 226: Please rate the sentiment of this text."
227,"Sample input 227: Please rate the sentiment of this text."
228,"Sample input 228: Please rate the sentiment of this text."
229,"Sample input 229: Please rate the sentiment of this text."
230,"Sample input 230: Please rate the sentiment of this text."
231,"Sample input 231: Please rate the sentiment of this text."
232,"Sample input 232: Please rate the sentiment of this text."
233,"Sample input 233: Please rate the sentiment of this text."
234,"Sample input 234: Please rate the sentiment of this text."
235,"Sample input 235: Please rate the sentiment of this text."
236,"Sample input 236: Please rate the sentiment of this text."
237,"Sample input 237: Please rate the sentiment of this text."
238,"Sample input 238: Please rate the sentiment of this text."
239,"Sample input 239: Please rate the sentiment of this text."
240,"Sample input 240: Please rate the sentiment of this text."
241,"Sample input 241: Please rate the sentiment of this text."
242,"Sample input 242: Please rate the sentiment of this text."
243,"Sample input 243: Please rate the sentiment of this text."
244,"Sample input 244: Please rate the sentiment of this text."
245,"Sample input 245: Please rate the sentiment of this text."
246,"Sample input 246: Please rate the sentiment of this text."
247,"Sample input 247: Please rate the sentiment of this text."
248,"Sample input 248: Please rate the sentiment of this text."
249,"Sample input 249: Please rate the sentiment of this text."
250,"Sample input 250: Please rate the sentiment of this text."
251,"Sample input 251: Please rate the sentiment of this text."
252,"Sample input 252: Please rate the sentiment of this text."
253,"Sample input 253: Please rate the sentiment of this text."
254,"Sample input 254: Please rate the sentiment of this text."
255,"Sample input 255: Please rate the sentiment of this text."
256,"Sample input 256: Please rate the sentiment of this text."
257,"Sample input 257: Please rate the sentiment of this text."
258,"Sample input 258: Please rate the sentiment of this text."
259,"Sample input 259: Please rate the sentiment of this text."
260,"Sample input 260: Please rate the sentiment of this text."
261,"Sample input 261: Please rate the sentiment of this text."
262,"Sample input 262: Please rate the sentiment of this text."
263,"Sample input 263: Please rate the sentiment of this text."
264,"Sample input 264: Please rate the sentiment of this text."
265,"Sample input 265: Please rate the sentiment of this text."
266,"Sample input 266: Please rate the sentiment of this text."
267,"Sample input 267: Please rate the sentiment of this text."
268,"Sample input 268: Please rate the sentiment of this text."
269,"Sample input 269: Please rate the sentiment of this text."
270,"Sample input 270: Please rate the sentiment of this text."
271,"Sample input 271: Please rate the sentiment of this text."
272,"Sample input 272: Please rate the sentiment of this text."
273,"Sample input 273: Please rate the sentiment of this text."
274,"Sample input 274: Please rate the sentiment of this text."
275,"Sample input 275: Please rate the sentiment of this text."
276,"Sample input 276: Please rate the sentiment of this text."
277,"Sample input 277: Please rate the sentiment of this text."
278,"Sample input 278: Please rate the sentiment of this text."
279,"Sample input 279: Please rate the sentiment of this text."
280,"Sample input 280: Please rate the sentiment of this text."
281,"Sample input 281: Please rate the sentiment of this text."
282,"Sample input 282: Please rate the sentiment of this text."
283,"Sample input 283: Please rate the sentiment of this text."
284,"Sample input 284: Please rate the sentiment of this text."
285,"Sample input 285: Please rate the sentiment of this text."
286,"Sample input 286: Please rate the sentiment of this text."
287,"Sample input 287: Please rate the sentiment of this text."
288,"Sample input 288: Please rate the sentiment of this text."
289,"Sample input 289: Please rate the sentiment of this text."
290,"Sample input 290: Please rate the sentiment of this text."
291,"Sample input 291: Please rate the sentiment of this text."
292,"Sample input 292: Please rate the sentiment of this text."
293,"Sample input 293: Please rate the sentiment of this text."
294,"Sample input 294: Please rate the sentiment of this text."
295,"Sample input 295: Please rate the sentiment of this text."
296,"Sample input 296: Please rate the sentiment of this text."
297,"Sample input 297: Please rate the sentiment of this text."
298,"Sample input 298: Please rate the sentiment of this text."
299,"Sample input 299: Please rate the sentiment of this text."
300,"Sample input 300: Please rate the sentiment of this text."
301,"Sample input 301: Please rate the sentiment of this text."
302,"Sample input 302: Please rate the sentiment of this text."
303,"Sample input 303: Please rate the sentiment of this text."
304,"Sample input 304: Please rate the sentiment of this text."
305,"Sample input 305: Please rate the sentiment of this text."
306,"Sample input 306: Please rate the sentiment of this text."
307,"Sample input 307: Please rate the sentiment of this text."
308,"Sample input 308: Please rate the sentiment of this text."
309,"Sample input 309: Please rate the sentiment of this text."
310,"Sample input 310: Please rate the sentiment of this text."
311,"Sample input 311: Please rate the sentiment of this text."
312,"Sample input 312: Please rate the sentiment of this text."
313,"Sample input 313: Please rate the sentiment of this text."
314,"Sample input 314: Please rate the sentiment of this text."
315,"Sample input 315: Please rate the sentiment of this text."
316,"Sample input 316: Please rate the sentiment of this text."
317,"Sample input 317: Please rate the sentiment of this text."
318,"Sample input 318: Please rate the sentiment of this text."
319,"Sample input 319: Please rate the sentiment of this text."
320,"Sample input 320: Please rate the sentiment of this text."
321,"Sample input 321: Please rate the sentiment of this text."
322,"Sample input 322: Please rate the sentiment of this text."
323,"Sample input 323: Please rate the sentiment of this text."
324,"Sample input 324: Please rate the sentiment of this text."
325,"Sample input 325: Please rate the sentiment of this text."
326,"Sample input 326: Please rate the sentiment of this text."
327,"Sample input 327: Please rate the sentiment of this text."
328,"Sample input 328: Please rate the sentiment of this text."
329,"Sample input 329: Please rate the sentiment of this text."
330,"Sample input 330: Please rate the sentiment of this text."
331,"Sample input 331: Please rate the sentiment of this text."
332,"Sample input 332: Please rate the sentiment of this text."
333,"Sample input 333: Please rate the sentiment of this text."
334,"Sample input 334: Please rate the sentiment of this text."
335,"Sample input 335: Please rate the sentiment of this text."
336,"Sample input 336: Please rate the sentiment of this text."
337,"Sample input 337: Please rate the sentiment of this text."
338,"Sample input 338: Please rate the sentiment of this text."
339,"Sample input 339: Please rate the sentiment of this text."
340,"Sample input 340: Please rate the sentiment of this text."
341,"Sample input 341: Please rate the sentiment of this text."
342,"Sample input 342: Please rate the sentiment of this text."
343,"Sample input 343: Please rate the sentiment of this text."
344,"Sample input 344: Please rate the sentiment of this text."
345,"Sample input 345: Please rate the sentiment of this text."
346,"Sample input 346: Please rate the sentiment of this text."
347,"Sample input 347: Please rate the sentiment of this text."
348,"Sample input 348: Please rate the sentiment of this text."
349,"Sample input 349: Please rate the sentiment of this text."
350,"Sample input 350: Please rate the sentiment of this text."
351,"Sample input 351: Please rate the sentiment of this text."
352,"Sample input 352: Please rate the sentiment of this text."
353,"Sample input 353: Please rate the sentiment of this text."
354,"Sample input 354: Please rate the sentiment of this text."
355,"Sample input 355: Please rate the sentiment of this text."
356,"Sample input 356: Please rate the sentiment of this text."
357,"Sample input 357: Please rate the sentiment of this text."
358,"Sample input 358: Please rate the sentiment of this text."
359,"Sample input 359: Please rate the sentiment of this text."
360,"Sample input 360: Please rate the sentiment of this text."
361,"Sample input 361: Please rate the sentiment of this text."
362,"Sample input 362: Please rate the sentiment of this text."
363,"Sample input 363: Please rate the sentiment of this text."
364,"Sample input 364: Please rate the sentiment of this text."
365,"Sample input 365: Please rate the sentiment of this text."
366,"Sample input 366: Please rate the sentiment of this text."
367,"Sample input 367: Please rate the sentiment of this text."
368,"Sample input 368: Please rate the sentiment of this text."
369,"Sample input 369: Please rate the sentiment of this text."
370,"Sample input 370: Please rate the sentiment of this text."
371,"Sample input 371: Please rate the sentiment of this text."
372,"Sample input 372: Please rate the sentiment of this text."
373,"Sample input 373: Please rate the sentiment of this text."
374,"Sample input 374: Please rate the sentiment of this text."
375,"Sample input 375: Please rate the sentiment of this text."
376,"Sample input 376: Please rate the sentiment of this text."
377,"Sample input 377: Please rate the sentiment of this text."
378,"Sample input 378: Please rate the sentiment of this text."
379,"Sample input 379: Please rate the sentiment of this text."
380,"Sample input 380: Please rate the sentiment of this text."
381,"Sample input 381: Please rate the sentiment of this text."
382,"Sample input 382: Please rate the sentiment of this text."
383,"Sample input 383: Please rate the sentiment of this text."
384,"Sample input 384: Please rate the sentiment of this text."
385,"Sample input 385: Please rate the sentiment of this text."
386,"Sample input 386: Please rate the sentiment of this text."
387,"Sample input 387: Please rate the sentiment of this text."
388,"Sample input 388: Please rate the sentiment of this text."
389,"Sample input 389: Please rate the sentiment of this text."
390,"Sample input 390: Please rate the sentiment of this text."
391,"Sample input 391: Please rate the sentiment of this text."
392,"Sample input 392: Please rate the sentiment of this text."
393,"Sample input 393: Please rate the sentiment of this text."
394,"Sample input 394: Please rate the sentiment of this text."
395,"Sample input 395: Please rate the sentiment of this text."
396,"Sample input 396: Please rate the sentiment of this text."
397,"Sample input 397: Please rate the sentiment of this text."
398,"Sample input 398: Please rate the sentiment of this text."
399,"Sample input 399: Please rate the sentiment of this text."
400,"Sample input 400: Please rate the sentiment of this text."
401,"Sample input 401: Please rate the sentiment of this text."
402,"Sample input 402: Please rate the sentiment of this text."
403,"Sample input 403: Please rate the sentiment of this text."
404,"Sample input 404: Please rate the sentiment of this text."
405,"Sample input 405: Please rate the sentiment of this text."
406,"Sample input 406: Please rate the sentiment of this text."
407,"Sample input 407: Please rate the sentiment of this text."
408,"Sample input 408: Please rate the sentiment of this text."
409,"Sample input 409: Please rate the sentiment of this text."
410,"Sample input 410: Please rate the sentiment of this text."
411,"Sample input 411: Please rate the sentiment of this text."
412,"Sample input 412: Please rate the sentiment of this text."
413,"Sample input 413: Please rate the sentiment of this text."
414,"Sample input 414: Please rate the sentiment of this text."
415,"Sample input 415: Please rate the sentiment of this text."
416,"Sample input 416: Please rate the sentiment of this text."
417,"Sample input 417: Please rate the sentiment of this text."
418,"Sample input 418: Please rate the sentiment of this text."
419,"Sample input 419: Please rate the sentiment of this text."
420,"Sample input 420: Please rate the sentiment of this text."
421,"Sample input 421: Please rate the sentiment of this text."
422,"Sample input 422: Please rate the sentiment of this text."
423,"Sample input 423: Please rate the sentiment of this text."
424,"Sample input 424: Please rate the sentiment of this text."
425,"Sample input 425: Please rate the sentiment of this text."
426,"Sample input 426: Please rate the sentiment of this text."
427,"Sample input 427: Please rate the sentiment of this text."
428,"Sample input 428: Please rate the sentiment of this text."
429,"Sample input 429: Please rate the sentiment of this text."
430,"Sample input 430: Please rate the sentiment of this text."
431,"Sample input 431: Please rate the sentiment of this text."
432,"Sample input 432: Please rate the sentiment of this text."
433,"Sample input 433: Please rate the sentiment of this text."
434,"Sample input 434: Please rate the sentiment of this text."
435,"Sample input 435: Please rate the sentiment of this text."
436,"Sample input 436: Please rate the sentiment of this text."
437,"Sample input 437: Please rate the sentiment of this text."
438,"Sample input 438: Please rate the sentiment of this text."
439,"Sample input 439: Please rate the sentiment of this text."
440,"Sample input 440: Please rate the sentiment of this text."
441,"Sample input 441: Please rate the sentiment of this text."
442,"Sample input 442: Please rate the sentiment of this text."
443,"Sample input 443: Please rate the sentiment of this text."
444,"Sample input 444: Please rate the sentiment of this text."
445,"Sample input 445: Please rate the sentiment of this text."
446,"Sample input 446: Please rate the sentiment of this text."
447,"Sample input 447: Please rate the sentiment of this text."
448,"Sample input 448: Please rate the sentiment of this text."
449,"Sample input 449: Please rate the sentiment of this text."
450,"Sample input 450: Please rate the sentiment of this text."
451,"Sample input 451: Please rate the sentiment of this text."
452,"Sample input 452: Please rate the sentiment of this text."
453,"Sample input 453: Please rate the sentiment of this text."
454,"Sample input 454: Please rate the sentiment of this text."
455,"Sample input 455: Please rate the sentiment of this text."
456,"Sample input 456: Please rate the sentiment of this text."
457,"Sample input 457: Please rate the sentiment of this text."
458,"Sample input 458: Please rate the sentiment of this text."
459,"Sample input 459: Please rate the sentiment of this text."
460,"Sample input 460: Please rate the sentiment of this text."
461,"Sample input 461: Please rate the sentiment of this text."
462,"Sample input 462: Please rate the sentiment of this text."
463,"Sample input 463: Please rate the sentiment of this text."
464,"Sample input 464: Please rate the sentiment of this text."
465,"Sample input 465: Please rate the sentiment of this text."
466,"Sample input 466: Please rate the sentiment of this text."
467,"Sample input 467: Please rate the sentiment of this text."
468,"Sample input 468: Please rate the sentiment of this text."
469,"Sample input 469: Please rate the sentiment of this text."
470,"Sample input 470: Please rate the sentiment of this text."
471,"Sample input 471: Please rate the sentiment of this text."
472,"Sample input 472: Please rate the sentiment of this text."
473,"Sample input 473: Please rate the sentiment of this text."
474,"Sample input 474: Please rate the sentiment of this text."
475,"Sample input 475: Please rate the sentiment of this text."
476,"Sample input 476: Please rate the sentiment of this text."
477,"Sample input 477: Please rate the sentiment of this text."
478,"Sample input 478: Please rate the sentiment of this text."
479,"Sample input 479: Please rate the sentiment of this text."
480,"Sample input 480: Please rate the sentiment of this text."
481,"Sample input 481: Please rate the sentiment of this text."
482,"Sample input 482: Please rate the sentiment of this text."
483,"Sample input 483: Please rate the sentiment of this text."
484,"Sample input 484: Please rate the sentiment of this text."
485,"Sample input 485: Please rate the sentiment of this text."
486,"Sample input 486: Please rate the sentiment of this text."
487,"Sample input 487: Please rate the sentiment of this text."
488,"Sample input 488: Please rate the sentiment of this text."
489,"Sample input 489: Please rate the sentiment of this text."
490,"Sample input 490: Please rate the sentiment of this text."
491,"Sample input 491: Please rate the sentiment of this text."
492,"Sample input 492: Please rate the sentiment of this text."
493,"Sample input 493: Please rate the sentiment of this text."
494,"Sample input 494: Please rate the sentiment of this text."
495,"Sample input 495: Please rate the sentiment of this text."
496,"Sample input 496: Please rate the sentiment of this text."
497,"Sample input 497: Please rate the sentiment of this text."
498,"Sample input 498: Please rate the sentiment of this text."
499,"Sample input 499: Please rate the sentiment of this text."
500,"Sample input 500: Please rate the sentiment of this text."

